t,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.09814453125,0.0263671875,0.816162109375,-0.679389312977,1.07633587786,-1.15267175573
0.000197172164917,0.1015625,0.03076171875,0.815185546875,-3.00763358779,1.85496183206,0.114503816794
0.0193543434143,0.106201171875,0.02880859375,0.8388671875,-6.39694656489,2.61832061069,0.572519083969
0.0377922058105,0.10400390625,0.04296875,0.84375,-12.0229007634,3.87786259542,1.35114503817
0.0562181472778,0.07958984375,0.013671875,0.841796875,-6.93129770992,3.26717557252,-0.0992366412214
0.0746941566467,0.093994140625,0.04296875,0.849609375,-3.03816793893,0.458015267176,-0.18320610687
0.093150138855,0.105224609375,0.032470703125,0.843017578125,-0.595419847328,0.961832061069,-1.82442748092
0.111604213715,0.102294921875,0.02197265625,0.8564453125,-5.03816793893,0.75572519084,1.37404580153
0.130095243454,0.099609375,0.0009765625,0.848388671875,-4.78625954198,0.137404580153,0.847328244275
0.148553371429,0.095947265625,0.01318359375,0.8125,0.93893129771,-0.641221374046,0.0763358778626
0.167036533356,0.079833984375,0.0087890625,0.820068359375,2.93893129771,-0.709923664122,0.114503816794
0.18549656868,0.10400390625,0.0107421875,0.84326171875,-0.732824427481,-0.541984732824,0.0839694656489
0.203940391541,0.09521484375,0.0126953125,0.813720703125,-4.14503816794,1.63358778626,-1.92366412214
0.222392320633,0.09423828125,0.020263671875,0.842041015625,-1.97709923664,0.618320610687,-0.259541984733
0.240843296051,0.091064453125,0.0166015625,0.8486328125,0.832061068702,-0.480916030534,-0.595419847328
0.259315490723,0.082275390625,0.01171875,0.836181640625,-2.41221374046,-0.282442748092,-1.04580152672
0.277771472931,0.096923828125,0.019775390625,0.837646484375,-6.38167938931,1.06106870229,-0.488549618321
0.296229600906,0.09912109375,0.028564453125,0.84716796875,-1.58778625954,-0.427480916031,-0.389312977099
0.31467962265,0.09912109375,0.025390625,0.841552734375,0.396946564885,-1.03816793893,0.167938931298
0.333131551743,0.101806640625,0.025634765625,0.843017578125,2.53435114504,-1.32824427481,0.0687022900763
0.351581573486,0.103759765625,0.000244140625,0.816650390625,-1.9465648855,0.236641221374,0.312977099237
0.370057582855,0.10791015625,0.021728515625,0.835205078125,-0.358778625954,-0.534351145038,0.770992366412
0.388513565063,0.10302734375,0.021728515625,0.831787109375,-1.54961832061,1.07633587786,0.458015267176
0.406962633133,0.094482421875,0.028076171875,0.84130859375,-0.274809160305,-0.0381679389313,0.190839694656
0.425420761108,0.078125,0.0234375,0.8154296875,-1.83969465649,3.80916030534,0.801526717557
0.443864822388,0.08984375,-0.0068359375,0.8349609375,-6.32824427481,2.34351145038,1.40458015267
0.462334871292,0.092041015625,0.012939453125,0.830810546875,-1.45801526718,1.24427480916,1.17557251908
0.480789899826,0.095458984375,0.02197265625,0.86328125,0.900763358779,-0.511450381679,1.80152671756
0.49923992157,0.086181640625,0.01953125,0.827392578125,0.717557251908,-0.259541984733,1.03816793893
0.517693996429,0.091796875,0.01123046875,0.85546875,-2.92366412214,0.343511450382,0.18320610687
0.536152839661,0.093505859375,0.0,0.835205078125,-4.51908396947,0.030534351145,-0.0687022900763
0.554600954056,0.09130859375,0.025146484375,0.84375,-1.5572519084,-0.519083969466,-0.0992366412214
0.573075056076,0.09619140625,0.019287109375,0.82568359375,-1.18320610687,-0.63358778626,0.419847328244
0.591529846191,0.09375,0.00341796875,0.828369140625,2.32061068702,0.473282442748,-0.267175572519
0.609983921051,0.098876953125,0.007080078125,0.85595703125,3.29770992366,-2.10687022901,-0.419847328244
0.628437995911,0.091064453125,0.00439453125,0.81201171875,-1.91603053435,-0.389312977099,-1.87022900763
0.646888017654,0.091064453125,0.01513671875,0.8251953125,0.0992366412214,0.885496183206,-0.343511450382
0.665348052979,0.09423828125,0.030517578125,0.857177734375,1.35877862595,0.18320610687,-0.0763358778626
